#{"t_start": 1711463502.5348823, "env_id": "None"}
r,l,t
340.0,1005,1776.704609
380.0,1117,1779.681841
340.0,991,1782.406886
480.0,1379,1786.105124
200.0,651,1787.849743
420.0,1178,1791.239041
280.0,901,1793.631051
340.0,856,1795.97215
420.0,1150,1799.072522
420.0,1117,1802.015538
340.0,899,1804.42424
440.0,1166,1807.641641
420.0,1088,1810.520263
300.0,970,1813.154389
260.0,830,1815.377055
280.0,828,1817.672603
280.0,806,1820.112921
420.0,1005,1822.771094
240.0,814,1825.102671
340.0,874,1827.642091
460.0,1180,1830.769364
280.0,861,1833.086859
220.0,707,1834.996228
360.0,1009,1837.700645
440.0,1156,1840.885957
340.0,1108,1843.845493
280.0,897,1846.219598
440.0,1119,1849.43614
320.0,989,1852.167998
520.0,1333,1857.084466
460.0,1149,1860.2643
440.0,1149,1863.397795
400.0,1163,1866.459612
260.0,771,1868.518634
440.0,1156,1871.753819
180.0,672,1873.586262
440.0,1168,1876.738022
300.0,959,1879.314053
300.0,850,1881.597293
320.0,912,1884.087011
280.0,867,1886.397796
300.0,943,1888.948443
420.0,1147,1892.443854
260.0,858,1894.830373
320.0,970,1897.744457
520.0,1392,1901.502411
380.0,1101,1904.453488
360.0,1032,1907.231368
320.0,931,1909.790954
220.0,742,1912.054749
360.0,1037,1914.817511
380.0,960,1917.490935
400.0,1071,1920.330805
340.0,1099,1923.264878
420.0,1105,1926.322654
300.0,930,1928.894415
280.0,810,1931.10307
300.0,966,1933.732526
380.0,1217,1937.011756
440.0,1251,1940.436908
260.0,850,1942.766514
340.0,988,1945.413814
360.0,1122,1948.394718
320.0,885,1950.720351
480.0,1253,1954.148467
280.0,898,1956.553071
460.0,1179,1959.732259
200.0,776,1961.812601
380.0,1069,1964.785509
240.0,776,1966.865738
320.0,922,1969.319813
260.0,908,1971.703156
320.0,946,1974.245731
340.0,974,1977.189406
240.0,804,1979.312756
440.0,1113,1982.281056
440.0,1146,1985.419885
200.0,713,1987.411521
340.0,945,1990.335335
280.0,903,1992.624782
440.0,1133,1995.480334
260.0,832,1997.630706
220.0,733,1999.500936
260.0,818,2001.833203
260.0,833,2004.952832
260.0,813,2007.074971
280.0,776,2009.266381
320.0,978,2011.973791
260.0,825,2014.222109
260.0,835,2016.297618
340.0,893,2018.561003
300.0,982,2021.394999
340.0,1047,2024.060583
300.0,942,2026.466532
560.0,1422,2030.070568
280.0,920,2032.384631
180.0,679,2034.103186
380.0,1150,2037.463633
380.0,963,2039.939972
220.0,869,2042.485271
300.0,804,2044.524788
360.0,993,2047.045252
260.0,794,2049.157279
360.0,953,2052.015002
600.0,1464,2056.033068
420.0,1285,2059.542804
300.0,980,2062.011477
440.0,1182,2064.996506
440.0,1030,2068.013119
240.0,840,2070.174621
360.0,998,2072.664309
260.0,819,2074.731125
300.0,848,2076.865984
500.0,1175,2079.832403
200.0,644,2081.738028
340.0,1090,2084.568669
440.0,1140,2087.415409
380.0,989,2089.965974
340.0,1022,2092.897769
260.0,852,2095.351959
320.0,971,2098.030713
200.0,677,2099.965997
