#{"t_start": 1711578780.53631, "env_id": "None"}
r,l,t
480.0,1083,2393.157201
460.0,1336,2396.944669
480.0,1178,2400.252839
280.0,841,2402.754252
400.0,947,2405.474612
300.0,861,2407.982425
320.0,839,2410.334593
180.0,816,2412.576312
380.0,988,2415.374522
500.0,1197,2418.838463
440.0,1112,2421.974205
360.0,952,2424.766211
240.0,826,2427.11753
420.0,1004,2429.906268
360.0,1017,2432.815006
440.0,1168,2436.145061
320.0,987,2438.94741
340.0,984,2441.64376
400.0,977,2444.417107
360.0,1013,2447.304121
440.0,1199,2450.752321
460.0,1140,2453.961896
360.0,938,2456.627759
460.0,1104,2459.77466
380.0,1027,2462.729535
500.0,1182,2466.081279
360.0,1014,2468.983519
420.0,1091,2472.063089
460.0,1065,2475.159207
460.0,1174,2478.486289
360.0,1055,2481.478163
320.0,1011,2484.383003
340.0,1006,2487.324243
280.0,950,2490.047064
260.0,838,2492.374518
460.0,1172,2495.757478
400.0,1060,2498.552864
500.0,1166,2501.855567
460.0,1370,2505.637553
380.0,997,2508.560353
560.0,1268,2511.949983
360.0,974,2514.569041
420.0,1060,2517.598455
340.0,1072,2520.702808
380.0,1118,2523.846122
480.0,1138,2527.071509
360.0,995,2529.886452
380.0,1032,2532.906664
400.0,1214,2536.293463
480.0,1232,2541.424427
380.0,1068,2545.966065
420.0,1209,2549.584023
420.0,1048,2552.514151
400.0,1141,2555.873646
320.0,985,2558.684819
380.0,1077,2561.742447
380.0,1076,2564.626945
520.0,1260,2568.283322
460.0,1147,2571.524076
460.0,1162,2574.84565
400.0,1040,2577.761312
380.0,1084,2580.829607
420.0,1126,2584.067738
220.0,759,2586.226051
320.0,920,2588.897166
420.0,1155,2591.978297
260.0,784,2594.153178
280.0,935,2597.102844
440.0,1119,2601.726687
460.0,1160,2606.525939
480.0,1139,2609.913511
400.0,976,2612.565914
420.0,1144,2615.897161
460.0,1133,2619.13092
260.0,773,2621.287883
340.0,960,2624.061878
320.0,962,2626.598743
560.0,1412,2630.816194
580.0,1356,2634.575852
420.0,1026,2637.565001
380.0,973,2640.349018
500.0,1169,2643.506543
320.0,934,2646.109749
380.0,919,2648.81763
440.0,1138,2652.079602
400.0,1089,2655.160165
300.0,838,2658.135886
300.0,775,2661.352055
200.0,692,2664.149198
480.0,1144,2668.413634
