#{"t_start": 1711491962.7231817, "env_id": "None"}
r,l,t
460.0,1245,1989.874004
380.0,1161,1993.029484
660.0,1825,1997.810942
440.0,1240,2000.826024
300.0,921,2003.427358
360.0,1160,2006.29244
460.0,1287,2009.769389
480.0,1306,2013.148089
420.0,1144,2016.046136
420.0,1235,2019.407347
320.0,928,2021.676568
260.0,927,2024.233917
260.0,913,2026.474091
340.0,964,2029.141171
180.0,641,2030.855468
380.0,1186,2033.910785
540.0,1519,2037.946486
320.0,946,2040.527213
260.0,873,2042.880195
340.0,1083,2045.718897
440.0,1099,2048.624748
360.0,1026,2051.479344
420.0,1228,2054.805141
320.0,1088,2057.447794
260.0,866,2059.860892
360.0,995,2062.286104
320.0,957,2064.649058
380.0,992,2067.360694
240.0,800,2069.604343
300.0,874,2071.755467
460.0,1260,2075.14298
100.0,546,2076.568143
280.0,955,2078.923887
220.0,832,2081.19183
340.0,1101,2083.852247
400.0,1112,2086.906402
420.0,1149,2089.691792
240.0,706,2091.599051
260.0,852,2093.81118
440.0,1386,2097.315398
260.0,809,2099.558563
440.0,1350,2103.134243
380.0,983,2105.862161
340.0,1058,2108.868255
320.0,916,2111.132274
340.0,1048,2113.669642
260.0,859,2115.973202
240.0,834,2118.127305
420.0,1154,2121.25392
420.0,1121,2123.916748
320.0,962,2126.61078
340.0,977,2129.08154
240.0,732,2131.110602
360.0,1025,2133.698907
320.0,891,2136.022922
560.0,1456,2139.786103
280.0,782,2141.937399
220.0,723,2143.996053
340.0,1015,2146.757897
240.0,863,2148.887383
360.0,1104,2151.688376
260.0,798,2153.868332
620.0,1641,2158.223393
460.0,1282,2161.599376
460.0,1279,2165.150431
440.0,1434,2168.603969
320.0,956,2171.293733
340.0,1028,2173.77601
240.0,710,2175.605254
360.0,1032,2178.45603
240.0,770,2180.345876
240.0,817,2182.600929
340.0,975,2185.064948
420.0,1261,2188.407006
200.0,691,2190.330636
340.0,1035,2192.903232
300.0,944,2195.256608
180.0,701,2197.281239
460.0,1279,2200.368272
220.0,793,2202.635937
220.0,781,2204.658641
260.0,826,2206.851944
400.0,995,2209.412126
340.0,985,2212.188485
300.0,995,2214.597986
240.0,794,2216.816262
180.0,653,2218.453
260.0,785,2220.807656
280.0,847,2223.178147
120.0,497,2224.520219
360.0,1057,2227.368122
320.0,880,2229.501079
160.0,561,2231.181052
300.0,845,2233.256715
300.0,867,2235.661325
380.0,1179,2238.555055
200.0,634,2240.406951
300.0,868,2242.704532
320.0,1055,2245.457334
280.0,845,2247.772475
520.0,1292,2250.96575
360.0,1088,2254.014788
220.0,680,2255.665928
320.0,953,2258.241772
200.0,700,2259.959121
240.0,782,2261.85542
240.0,765,2263.743872
280.0,948,2266.395998
140.0,555,2267.83819
200.0,666,2269.746045
360.0,1098,2272.431402
220.0,716,2274.432848
300.0,856,2276.553787
180.0,668,2278.513541
220.0,683,2280.172559
180.0,683,2281.829449
260.0,786,2284.010422
300.0,855,2286.114286
300.0,916,2288.671748
300.0,937,2291.044948
260.0,795,2293.248945
220.0,713,2295.007323
140.0,537,2296.290119
300.0,998,2299.012484
240.0,794,2301.019356
240.0,815,2303.135233
160.0,617,2304.817653
420.0,1128,2307.561854
360.0,1174,2310.747244
280.0,835,2312.756109
300.0,947,2315.407542
220.0,736,2317.165882
300.0,873,2319.624593
480.0,1230,2323.059252
200.0,750,2324.88059
380.0,1131,2327.621542
380.0,1101,2330.626449
160.0,589,2332.097754
200.0,791,2334.388192
240.0,728,2336.218273
300.0,909,2338.382592
300.0,923,2340.919982
240.0,750,2342.780134
300.0,939,2345.350902
160.0,699,2347.229145
320.0,1038,2349.85312
380.0,1136,2352.581167
380.0,1042,2355.484465
220.0,711,2357.189921
220.0,714,2359.053135
280.0,813,2361.195817
260.0,893,2363.365458
280.0,895,2365.929532
420.0,1148,2368.778631
440.0,1179,2372.009716
220.0,780,2374.016416
260.0,794,2376.142819
340.0,1012,2378.62283
240.0,817,2380.82244
420.0,1173,2383.741541
300.0,935,2386.384152
260.0,852,2388.56735
360.0,1081,2391.570265
180.0,700,2393.272667
300.0,875,2395.717282
500.0,1304,2399.164085
480.0,1349,2402.647513
500.0,1143,2405.730161
260.0,978,2408.314642
380.0,1053,2411.19846
340.0,1167,2414.06182
360.0,1016,2416.870102
300.0,931,2419.113064
260.0,790,2421.172411
220.0,647,2422.975965
280.0,824,2425.320075
180.0,606,2426.795453
300.0,1103,2429.486731
300.0,836,2431.829414
120.0,556,2433.327374
280.0,837,2435.656762
320.0,1172,2438.846267
160.0,545,2440.168113
320.0,957,2442.451794
180.0,583,2444.315089
260.0,844,2446.38648
300.0,1125,2449.154267
100.0,531,2450.449535
160.0,636,2452.330044
320.0,910,2454.605961
320.0,1073,2457.557244
260.0,992,2460.00616
320.0,999,2462.741539
440.0,1130,2465.600839
320.0,1039,2468.468504
160.0,673,2470.065883
320.0,1020,2472.869768
100.0,472,2474.036419
340.0,1006,2476.854622
280.0,926,2479.073299
280.0,929,2481.632635
260.0,814,2483.629187
560.0,1494,2487.837401
380.0,1083,2490.576863
220.0,701,2492.435357
260.0,778,2494.497153
280.0,922,2497.025257
420.0,1215,2500.3252
320.0,959,2502.850264
560.0,1375,2506.279959
420.0,1235,2509.872133
320.0,923,2512.42231
460.0,1211,2515.386312
440.0,1161,2518.512584
440.0,1228,2521.509069
380.0,1023,2524.306988
320.0,922,2526.74178
340.0,1058,2529.498744
320.0,978,2531.854334
640.0,1695,2536.314981
180.0,657,2538.185664
420.0,1167,2541.033829
300.0,935,2543.648656
340.0,1039,2546.164994
240.0,812,2548.351841
400.0,1098,2551.333842
340.0,1065,2554.091658
160.0,638,2555.723652
340.0,938,2558.306072
500.0,1218,2561.304168
360.0,978,2563.887907
180.0,687,2565.646191
340.0,1042,2568.481029
360.0,1026,2570.980057
320.0,1119,2574.003697
300.0,866,2576.130254
380.0,1120,2579.18327
340.0,1029,2581.697135
220.0,824,2583.985017
520.0,1459,2587.77578
340.0,987,2590.319878
280.0,938,2592.617445
520.0,1447,2596.456771
440.0,1253,2599.713244
480.0,1347,2603.110348
320.0,1083,2606.078831
560.0,1519,2610.103442
540.0,1476,2614.018323
380.0,979,2616.405677
400.0,1224,2619.716973
220.0,746,2621.622161
180.0,672,2623.25845
480.0,1287,2626.69857
100.0,460,2627.791317
260.0,834,2629.983347
420.0,1184,2633.046677
260.0,761,2635.222512
360.0,1107,2637.939537
580.0,1371,2641.59355
460.0,1431,2645.37961
200.0,619,2646.924371
300.0,925,2649.163954
320.0,849,2651.512224
240.0,795,2653.569178
320.0,943,2656.189124
320.0,1049,2658.703888
360.0,994,2661.435881
120.0,492,2662.625721
200.0,695,2664.455372
380.0,1097,2667.813686
280.0,874,2669.918671
320.0,1046,2672.792802
80.0,400,2673.771469
240.0,706,2675.471142
300.0,792,2677.758389
140.0,561,2679.13756
240.0,941,2681.67789
320.0,978,2684.1478
400.0,1055,2687.033547
440.0,1328,2690.475513
240.0,795,2692.536011
200.0,634,2694.144202
480.0,1201,2697.345592
360.0,942,2699.605495
160.0,587,2701.331019
400.0,1054,2704.123662
200.0,756,2706.081124
360.0,899,2708.257686
120.0,443,2709.339616
460.0,1173,2712.587501
360.0,1066,2715.205673
320.0,1006,2717.946994
100.0,462,2719.056186
240.0,778,2721.278982
220.0,714,2723.067865
560.0,1759,2727.600047
400.0,1144,2730.445174
460.0,1177,2733.618829
240.0,726,2735.37103
220.0,744,2737.361791
240.0,732,2739.258746
80.0,402,2740.207047
260.0,731,2742.271747
140.0,562,2743.688083
140.0,525,2745.329258
240.0,875,2747.685226
140.0,526,2749.14483
260.0,761,2750.983873
180.0,654,2752.877662
200.0,723,2754.728397
260.0,887,2756.874855
140.0,554,2758.436933
440.0,1290,2761.696844
480.0,1338,2765.347878
340.0,1083,2768.256241
500.0,1434,2771.897212
340.0,1092,2774.737342
240.0,821,2777.144506
440.0,1353,2780.742249
300.0,984,2783.095347
420.0,1161,2786.264042
320.0,1024,2789.071506
180.0,636,2790.649481
260.0,905,2793.179126
580.0,1529,2796.959542
300.0,868,2799.346947
380.0,1149,2802.122908
180.0,630,2803.827048
200.0,618,2805.486287
460.0,1218,2808.744893
260.0,768,2811.105903
240.0,820,2813.045505
200.0,691,2815.068763
140.0,573,2816.408696
560.0,1662,2820.81636
400.0,1221,2824.09299
400.0,1195,2827.27185
380.0,1087,2829.897321
360.0,1017,2832.410791
220.0,733,2834.475925
300.0,957,2836.866395
240.0,808,2839.11842
220.0,870,2841.257997
260.0,834,2843.297702
420.0,1343,2846.90897
460.0,1277,2850.02053
600.0,1645,2854.427021
